0,0,4s++sy3pMskXHGWLX1ejN3lOG+VlmHf/P5cxRLkpo50=
0,1,1/jvmS41CR/tALnEfc/jmK+/v8rpv8OkjH6SIDXGtzE=
0,2,F679x2RoxECZhiNULAFhw5EmLszy7A5UbF1hbt4nqFs=
0,3,Q0Joxlbep8HTst2M+UO1BPZCDQjnYPE6oTTSCwxQeNk=
0,4,Srio45UtSd1aVJap22qRG8jCpNa7O41+VeT+Df1Nn84=
0,5,y6NELwdXaj9npqYbIsybjJK/nK7ZGaL2ZPk/crXRGNc=
0,6,f/A3aI2ZGqfM1RvArzRT65RjLF1ehGvBg+VaMnAWSyM=
0,7,koA2UWSEd4pFC4g+ScbViAwMwtqvcI5TRgbVFLNdEAs=
0,8,H6x5yiWUIKOzXSsYh2II00oTsqMjd3lCKpINMaKPiMQ=
0,9,Fc2frI+4lavpRbB/+7QBeVA8ze6DpMSulH+z7aYJ/2I=
0,10,O/VhDd7Sb37aIoNCHfGuQs+/aCZFpn5+KMcVM/XRwT4=
0,11,OPFguB++hBf/6CawJIyP44weAv2fYttzvhOxwGsLdFI=
0,12,vwMEOO4VFwP563h335u1oHb1ZT4gKTgq4inPvnd0aTI=
0,13,27ncrCQ02BnDcOogeVmt6H+Lza8Oj3i//chnnq3XJnI=
0,14,cwP4lDe4Nbl3WZNyCW49qyAgRmmMmQzJNmkpk6oYKUs=
0,15,A/hgjpnsEwenp4yKGHt9g1qvEse7dDXIUUPAWb4BGg4=
0,16,xZaNNReZT3qRuvjhbW5ZkpCOKS+YPA0S2CvM6fxSpb0=
0,17,ANYaSII4drjxT8f8irwhP1lSNwhlDNJRGzgS0bQq1Y8=
0,18,B0UWE2y6TK9Qp2JLWi+Osdw4gN2SSx3cuOKy/iSWkO8=
0,19,7+EFsYJU7sODimALvnKRPHd5f+aTioCBhFn4Jsoza9M=
0,20,iJ+JuLgCkg4gqkgs4V6f6H6guGmAWqH+ab9oZ/koPF8=
0,21,Oc8Y90E01kZZuuStUq2yZGyORETAfnpFqnGVRiyCi9o=
0,22,0SNv7xLRaC8vJyaJFGnG/m3SuKlb4APRpJNyvAm38yg=
0,23,rFPjX+LprNGm/v2d7rf1BtRoD04S8FmVWlsrlfUt1O8=
0,24,L8i6Bw80WyXqtI6VYJyqt8XEs6Z/i6fxaMmRwf3SwjI=
0,25,s9nWsWzRl2SRM6mRW1qcfnMCI/kcwDxPPOmEtKkHpZs=
0,26,MGAtj2whGA+YczOFqJ4qlm7LSI1zvdvx0GtuU/NMhag=
0,27,9P9HP0qrY7y+9daxZRo/lbEMHu6Ry8K8hkV1ut3Ut0g=
0,28,ew9rJ9RJ7sPs9cNcocpGEg/Xt4vobBoPNkY71b7587w=
0,29,2FRALrmHwhGaDFIWMTJTwzttpjL/Sk+w/bo26KEkb2E=
0,30,KwV8wmgAzw4MGQ3Ge01jLzRFj+e/p82tZ5CA26r1SjI=
0,31,M25H3F6sWsUHSsvDHUow+DWl5710GkG2kjwJnwsSDvQ=
0,32,XltDd+Ar/CQhDiY3EZu5pHKUrJ1yu4O+x9dKKJAZ3nk=
0,33,9+PBMJkrf0H2EJpQOJR59TbBddcPTQi0InDD4UWANHY=
0,34,Op2DZP7fIv2RhfC3nKQohnTaxw/Ojo3/wmrLSkp7r+g=
0,35,ccpZL7Q/F+tC9kUFxdQOJHcViRpkh6WOqlrG65zYUFk=
0,36,FHprLyymjtGjHg0DYwHOKCmjBAAO2BBjOd4zkpIPTDY=
0,37,nfWsiLA2MKAiaHING5kWa3BXsYylVyk34zt6lwGgyfc=
0,38,/BPy1DveTxvdADX6ef4ImhY3mn/pbk7+bKGTuARJNcQ=
0,39,ZHVkb6FVqdMTfjaoXvN5vcLX68iPaIoRWBCyUTSVP9o=
0,40,TxSzMKWhIy3smU6vgeLXPZ3JzNE45upM6eEO0Gzm5EM=
0,41,2gMvTKdgZk+/n7lMuDO7i26cyIPgg0parhpLz3nRrYI=
0,42,Q52Zk6JQrkv7L1e1XmjGGfjQG4cRXpdYsJCSePjQEOs=
0,43,QaCawf/it2cQC5zDPwx4tee7zDscmlVYtpmSvmUP+Ag=
0,44,nZwxcZx2QbvIYtQhCfpvGhjVfXRr8a4AoVaU/pd7lZE=
0,45,yiByex3YBBQu13C+E3gullx5uPL3/jn3JEFNsAi4zYg=
